10090.ENSMUSP00000036596 9606.ENSP00000313110
10090.ENSMUSP00000142472 9606.ENSP00000322885
10090.ENSMUSP00000142471 9606.ENSP00000338727
10090.ENSMUSP00000142470 9606.ENSP00000235521
10090.ENSMUSP00000142477 9606.ENSP00000358755
10090.ENSMUSP00000142476 9606.ENSP00000266771
10090.ENSMUSP00000142475 9606.ENSP00000372023
10090.ENSMUSP00000132954 9606.ENSP00000381140
10090.ENSMUSP00000111318 9606.ENSP00000218224
10090.ENSMUSP00000111319 9606.ENSP00000218224
10090.ENSMUSP00000078910 9606.ENSP00000314619
10090.ENSMUSP00000138627 9606.ENSP00000376703
10090.ENSMUSP00000122445 9606.ENSP00000378485
10090.ENSMUSP00000138625 9606.ENSP00000261973
10090.ENSMUSP00000122447 9606.ENSP00000355771
10090.ENSMUSP00000122440 9606.ENSP00000361892
10090.ENSMUSP00000122441 9606.ENSP00000273375
10090.ENSMUSP00000122442 9606.ENSP00000482128
10090.ENSMUSP00000138620 9606.ENSP00000349588
10090.ENSMUSP00000093748 9606.ENSP00000335306
10090.ENSMUSP00000122448 9606.ENSP00000274498
10090.ENSMUSP00000122449 9606.ENSP00000254663
10090.ENSMUSP00000138628 9606.ENSP00000288490
10090.ENSMUSP00000023754 9606.ENSP00000477688
10090.ENSMUSP00000134478 9606.ENSP00000369238
10090.ENSMUSP00000124138 9606.ENSP00000351141
10090.ENSMUSP00000124139 9606.ENSP00000427211
10090.ENSMUSP00000124136 9606.ENSP00000354583
10090.ENSMUSP00000124134 9606.ENSP00000448165
10090.ENSMUSP00000134479 9606.ENSP00000284694
10090.ENSMUSP00000086112 9606.ENSP00000219022
10090.ENSMUSP00000124133 9606.ENSP00000385571
10090.ENSMUSP00000103023 9606.ENSP00000317232
10090.ENSMUSP00000132485 9606.ENSP00000264414
10090.ENSMUSP00000135456 9606.ENSP00000318944
10090.ENSMUSP00000135455 9606.ENSP00000264670
10090.ENSMUSP00000135454 9606.ENSP00000347730
10090.ENSMUSP00000135453 9606.ENSP00000271064
10090.ENSMUSP00000135452 9606.ENSP00000381553
10090.ENSMUSP00000135451 9606.ENSP00000432869
10090.ENSMUSP00000132482 9606.ENSP00000385751
10090.ENSMUSP00000132489 9606.ENSP00000250018
10090.ENSMUSP00000135459 9606.ENSP00000263408
10090.ENSMUSP00000135458 9606.ENSP00000476746
10090.ENSMUSP00000107741 9606.ENSP00000317310
10090.ENSMUSP00000109284 9606.ENSP00000259324
10090.ENSMUSP00000109287 9606.ENSP00000349860
10090.ENSMUSP00000126019 9606.ENSP00000457703
10090.ENSMUSP00000025519 9606.ENSP00000381412
10090.ENSMUSP00000070868 9606.ENSP00000356436
10090.ENSMUSP00000041780 9606.ENSP00000217246
10090.ENSMUSP00000014473 9606.ENSP00000362993
10090.ENSMUSP00000025511 9606.ENSP00000385958
10090.ENSMUSP00000070866 9606.ENSP00000328327
10090.ENSMUSP00000025515 9606.ENSP00000299608
10090.ENSMUSP00000070865 9606.ENSP00000337103
10090.ENSMUSP00000049315 9606.ENSP00000317842
10090.ENSMUSP00000049319 9606.ENSP00000262302
10090.ENSMUSP00000046168 9606.ENSP00000369739
10090.ENSMUSP00000134502 9606.ENSP00000302768
10090.ENSMUSP00000134503 9606.ENSP00000360764
10090.ENSMUSP00000134500 9606.ENSP00000343479
10090.ENSMUSP00000134506 9606.ENSP00000358635
10090.ENSMUSP00000134507 9606.ENSP00000435412
10090.ENSMUSP00000134504 9606.ENSP00000229402
10090.ENSMUSP00000134505 9606.ENSP00000365744
10090.ENSMUSP00000134508 9606.ENSP00000353850
10090.ENSMUSP00000134509 9606.ENSP00000481038
10090.ENSMUSP00000041789 9606.ENSP00000309504
10090.ENSMUSP00000029769 9606.ENSP00000359258
10090.ENSMUSP00000124347 9606.ENSP00000481697
10090.ENSMUSP00000047865 9606.ENSP00000268482
10090.ENSMUSP00000000769 9606.ENSP00000254722
10090.ENSMUSP00000139178 9606.ENSP00000429200
10090.ENSMUSP00000139176 9606.ENSP00000438446
10090.ENSMUSP00000139170 9606.ENSP00000309767
10090.ENSMUSP00000139171 9606.ENSP00000375777
10090.ENSMUSP00000106436 9606.ENSP00000262109
10090.ENSMUSP00000139173 9606.ENSP00000348385
10090.ENSMUSP00000030848 9606.ENSP00000294435
10090.ENSMUSP00000030849 9606.ENSP00000403396
10090.ENSMUSP00000041675 9606.ENSP00000260508
10090.ENSMUSP00000009259 9606.ENSP00000291672
10090.ENSMUSP00000041671 9606.ENSP00000376071
10090.ENSMUSP00000030840 9606.ENSP00000366015
10090.ENSMUSP00000030841 9606.ENSP00000343273
10090.ENSMUSP00000030842 9606.ENSP00000366430
10090.ENSMUSP00000131362 9606.ENSP00000259056
10090.ENSMUSP00000030845 9606.ENSP00000366410
10090.ENSMUSP00000131366 9606.ENSP00000262315
10090.ENSMUSP00000099599 9606.ENSP00000483375
10090.ENSMUSP00000079358 9606.ENSP00000317691
10090.ENSMUSP00000099596 9606.ENSP00000263087
10090.ENSMUSP00000099595 9606.ENSP00000363676
10090.ENSMUSP00000099593 9606.ENSP00000310244
10090.ENSMUSP00000099592 9606.ENSP00000406293
10090.ENSMUSP00000099591 9606.ENSP00000480680
10090.ENSMUSP00000099590 9606.ENSP00000480680
10090.ENSMUSP00000105675 9606.ENSP00000380659
10090.ENSMUSP00000035366 9606.ENSP00000273130
10090.ENSMUSP00000047783 9606.ENSP00000296218
10090.ENSMUSP00000047782 9606.ENSP00000437635 9606.ENSP00000378063
10090.ENSMUSP00000105676 9606.ENSP00000380659
10090.ENSMUSP00000035361 9606.ENSP00000401303
10090.ENSMUSP00000096458 9606.ENSP00000341838
10090.ENSMUSP00000042095 9606.ENSP00000450540 9606.ENSP00000376793
10090.ENSMUSP00000094095 9606.ENSP00000334163
10090.ENSMUSP00000064205 9606.ENSP00000370698
10090.ENSMUSP00000064204 9606.ENSP00000363638
10090.ENSMUSP00000064202 9606.ENSP00000328977
10090.ENSMUSP00000046782 9606.ENSP00000364591
10090.ENSMUSP00000003635 9606.ENSP00000259874
10090.ENSMUSP00000139284 9606.ENSP00000388940
10090.ENSMUSP00000139285 9606.ENSP00000380157
10090.ENSMUSP00000046786 9606.ENSP00000356211
10090.ENSMUSP00000139283 9606.ENSP00000452011
10090.ENSMUSP00000139280 9606.ENSP00000262487
10090.ENSMUSP00000139281 9606.ENSP00000378193
10090.ENSMUSP00000034592 9606.ENSP00000315465
10090.ENSMUSP00000071401 9606.ENSP00000479860
10090.ENSMUSP00000046789 9606.ENSP00000259806
10090.ENSMUSP00000071406 9606.ENSP00000315664
10090.ENSMUSP00000071405 9606.ENSP00000216259
10090.ENSMUSP00000068972 9606.ENSP00000329860
10090.ENSMUSP00000138458 9606.ENSP00000362082
10090.ENSMUSP00000040781 9606.ENSP00000341610
10090.ENSMUSP00000020288 9606.ENSP00000362314
10090.ENSMUSP00000121339 9606.ENSP00000432459
10090.ENSMUSP00000020287 9606.ENSP00000277942
10090.ENSMUSP00000076830 9606.ENSP00000354560
10090.ENSMUSP00000065158 9606.ENSP00000254037
10090.ENSMUSP00000005889 9606.ENSP00000472929
10090.ENSMUSP00000020286 9606.ENSP00000362329
10090.ENSMUSP00000065157 9606.ENSP00000423917
10090.ENSMUSP00000020285 9606.ENSP00000362339
10090.ENSMUSP00000141353 9606.ENSP00000374998
10090.ENSMUSP00000141352 9606.ENSP00000412215
10090.ENSMUSP00000141351 9606.ENSP00000402849
10090.ENSMUSP00000141350 9606.ENSP00000002829
10090.ENSMUSP00000141357 9606.ENSP00000251507
10090.ENSMUSP00000042321 9606.ENSP00000410198
10090.ENSMUSP00000141355 9606.ENSP00000431748
10090.ENSMUSP00000141354 9606.ENSP00000397552
10090.ENSMUSP00000117343 9606.ENSP00000260585
10090.ENSMUSP00000141359 9606.ENSP00000381611
10090.ENSMUSP00000141358 9606.ENSP00000355991
10090.ENSMUSP00000043193 9606.ENSP00000252037
10090.ENSMUSP00000074578 9606.ENSP00000396722
10090.ENSMUSP00000136831 9606.ENSP00000282272
10090.ENSMUSP00000139820 9606.ENSP00000312634
10090.ENSMUSP00000139821 9606.ENSP00000356211
10090.ENSMUSP00000139826 9606.ENSP00000227348
10090.ENSMUSP00000139827 9606.ENSP00000356520
10090.ENSMUSP00000139824 9606.ENSP00000417132
10090.ENSMUSP00000139825 9606.ENSP00000356520
10090.ENSMUSP00000101591 9606.ENSP00000371331
10090.ENSMUSP00000101590 9606.ENSP00000345259
10090.ENSMUSP00000101593 9606.ENSP00000371331
10090.ENSMUSP00000139829 9606.ENSP00000363229
10090.ENSMUSP00000101595 9606.ENSP00000345259
10090.ENSMUSP00000101594 9606.ENSP00000345259
10090.ENSMUSP00000101597 9606.ENSP00000371394
10090.ENSMUSP00000040251 9606.ENSP00000425040
10090.ENSMUSP00000053160 9606.ENSP00000360327
10090.ENSMUSP00000118739 9606.ENSP00000360777
10090.ENSMUSP00000058980 9606.ENSP00000382646
10090.ENSMUSP00000132100 9606.ENSP00000378332
10090.ENSMUSP00000133370 9606.ENSP00000332256
10090.ENSMUSP00000132102 9606.ENSP00000357555
10090.ENSMUSP00000132105 9606.ENSP00000356205
10090.ENSMUSP00000133371 9606.ENSP00000252486
10090.ENSMUSP00000132108 9606.ENSP00000248846
10090.ENSMUSP00000132109 9606.ENSP00000356746
10090.ENSMUSP00000078407 9606.ENSP00000375859
10090.ENSMUSP00000078400 9606.ENSP00000420040
10090.ENSMUSP00000133372 9606.ENSP00000387123
10090.ENSMUSP00000020549 9606.ENSP00000264553
10090.ENSMUSP00000121852 9606.ENSP00000364883
10090.ENSMUSP00000121853 9606.ENSP00000354688
10090.ENSMUSP00000002053 9606.ENSP00000469142
10090.ENSMUSP00000121850 9606.ENSP00000364270
10090.ENSMUSP00000133377 9606.ENSP00000364964
10090.ENSMUSP00000141564 9606.ENSP00000354483
10090.ENSMUSP00000137469 9606.ENSP00000269299
10090.ENSMUSP00000003907 9606.ENSP00000222214
10090.ENSMUSP00000003906 9606.ENSP00000320309
10090.ENSMUSP00000007482 9606.ENSP00000279242
10090.ENSMUSP00000138456 9606.ENSP00000365950
10090.ENSMUSP00000107293 9606.ENSP00000456881 9606.ENSP00000278422
10090.ENSMUSP00000003908 9606.ENSP00000354671
10090.ENSMUSP00000138559 9606.ENSP00000332591
10090.ENSMUSP00000062312 9606.ENSP00000257632
10090.ENSMUSP00000138457 9606.ENSP00000288490
10090.ENSMUSP00000062310 9606.ENSP00000296252
10090.ENSMUSP00000137083 9606.ENSP00000481592
10090.ENSMUSP00000109797 9606.ENSP00000377225
10090.ENSMUSP00000109796 9606.ENSP00000277554
10090.ENSMUSP00000138558 9606.ENSP00000264926
10090.ENSMUSP00000109794 9606.ENSP00000353582
10090.ENSMUSP00000133275 9606.ENSP00000384999
10090.ENSMUSP00000133274 9606.ENSP00000452634
10090.ENSMUSP00000109791 9606.ENSP00000264956
10090.ENSMUSP00000133276 9606.ENSP00000342026
10090.ENSMUSP00000133279 9606.ENSP00000362748
10090.ENSMUSP00000100941 9606.ENSP00000380594
10090.ENSMUSP00000055772 9606.ENSP00000453854
10090.ENSMUSP00000141821 9606.ENSP00000381636
10090.ENSMUSP00000092122 9606.ENSP00000332162
10090.ENSMUSP00000092121 9606.ENSP00000347836
10090.ENSMUSP00000141825 9606.ENSP00000438527
10090.ENSMUSP00000141827 9606.ENSP00000263851
10090.ENSMUSP00000141826 9606.ENSP00000401197
10090.ENSMUSP00000141829 9606.ENSP00000343054
10090.ENSMUSP00000141828 9606.ENSP00000310593
10090.ENSMUSP00000100242 9606.ENSP00000375012 9606.ENSP00000474509 9606.ENSP00000416201 9606.ENSP00000375045 9606.ENSP00000479675 9606.ENSP00000375034
10090.ENSMUSP00000100243 9606.ENSP00000375026 9606.ENSP00000375016 9606.ENSP00000375027
10090.ENSMUSP00000021617 9606.ENSP00000451575
10090.ENSMUSP00000107625 9606.ENSP00000463027
10090.ENSMUSP00000064030 9606.ENSP00000363339
10090.ENSMUSP00000130283 9606.ENSP00000369461
10090.ENSMUSP00000143468 9606.ENSP00000442788
10090.ENSMUSP00000107620 9606.ENSP00000356399
10090.ENSMUSP00000107622 9606.ENSP00000405620
10090.ENSMUSP00000143463 9606.ENSP00000358582
10090.ENSMUSP00000143462 9606.ENSP00000238146
10090.ENSMUSP00000143461 9606.ENSP00000332247
10090.ENSMUSP00000143460 9606.ENSP00000409906
10090.ENSMUSP00000107628 9606.ENSP00000403130
10090.ENSMUSP00000143465 9606.ENSP00000369857
10090.ENSMUSP00000143464 9606.ENSP00000273859
10090.ENSMUSP00000103537 9606.ENSP00000478212
10090.ENSMUSP00000103536 9606.ENSP00000478212
10090.ENSMUSP00000103531 9606.ENSP00000470298
10090.ENSMUSP00000103530 9606.ENSP00000240316
10090.ENSMUSP00000103532 9606.ENSP00000470298
10090.ENSMUSP00000123242 9606.ENSP00000320821
10090.ENSMUSP00000103539 9606.ENSP00000434241
10090.ENSMUSP00000103538 9606.ENSP00000434241
10090.ENSMUSP00000038204 9606.ENSP00000478672
10090.ENSMUSP00000038205 9606.ENSP00000305810
10090.ENSMUSP00000110814 9606.ENSP00000359782
10090.ENSMUSP00000038203 9606.ENSP00000216264
10090.ENSMUSP00000138452 9606.ENSP00000360129
10090.ENSMUSP00000119803 9606.ENSP00000348128
10090.ENSMUSP00000096710 9606.ENSP00000344724
10090.ENSMUSP00000109138 9606.ENSP00000233055
10090.ENSMUSP00000021558 9606.ENSP00000336729
10090.ENSMUSP00000107195 9606.ENSP00000298892
10090.ENSMUSP00000107192 9606.ENSP00000479322
10090.ENSMUSP00000138453 9606.ENSP00000361160
10090.ENSMUSP00000107190 9606.ENSP00000479322
10090.ENSMUSP00000037459 9606.ENSP00000220669
10090.ENSMUSP00000037456 9606.ENSP00000356560
10090.ENSMUSP00000072150 9606.ENSP00000377583 9606.ENSP00000375237 9606.ENSP00000381494 9606.ENSP00000375238
10090.ENSMUSP00000037454 9606.ENSP00000258317
10090.ENSMUSP00000112572 9606.ENSP00000471224 9606.ENSP00000334501
10090.ENSMUSP00000112571 9606.ENSP00000302413
10090.ENSMUSP00000112570 9606.ENSP00000427552
10090.ENSMUSP00000112577 9606.ENSP00000279036
10090.ENSMUSP00000112576 9606.ENSP00000218867
10090.ENSMUSP00000112575 9606.ENSP00000359634
10090.ENSMUSP00000112574 9606.ENSP00000433126
10090.ENSMUSP00000112579 9606.ENSP00000480853
10090.ENSMUSP00000112578 9606.ENSP00000440556
10090.ENSMUSP00000053190 9606.ENSP00000428756
10090.ENSMUSP00000096712 9606.ENSP00000452120
10090.ENSMUSP00000022511 9606.ENSP00000479904
10090.ENSMUSP00000098956 9606.ENSP00000297866
10090.ENSMUSP00000098957 9606.ENSP00000352536
10090.ENSMUSP00000098952 9606.ENSP00000339587
10090.ENSMUSP00000102662 9606.ENSP00000346127
10090.ENSMUSP00000102663 9606.ENSP00000311449 9606.ENSP00000387307
10090.ENSMUSP00000102660 9606.ENSP00000346127
10090.ENSMUSP00000102661 9606.ENSP00000346127
10090.ENSMUSP00000102666 9606.ENSP00000475700
10090.ENSMUSP00000102664 9606.ENSP00000254090
10090.ENSMUSP00000102665 9606.ENSP00000254090
10090.ENSMUSP00000071872 9606.ENSP00000297161
10090.ENSMUSP00000088727 9606.ENSP00000342812
10090.ENSMUSP00000088725 9606.ENSP00000334003
10090.ENSMUSP00000071876 9606.ENSP00000263369 9606.ENSP00000472384
10090.ENSMUSP00000088723 9606.ENSP00000281154
10090.ENSMUSP00000071875 9606.ENSP00000309741
10090.ENSMUSP00000142430 9606.ENSP00000381498
10090.ENSMUSP00000088729 9606.ENSP00000353284
10090.ENSMUSP00000115035 9606.ENSP00000358120
10090.ENSMUSP00000066546 9606.ENSP00000482228
10090.ENSMUSP00000138551 9606.ENSP00000216471
10090.ENSMUSP00000066543 9606.ENSP00000359353
10090.ENSMUSP00000076067 9606.ENSP00000334330 9606.ENSP00000335281
10090.ENSMUSP00000106572 9606.ENSP00000481934
10090.ENSMUSP00000106573 9606.ENSP00000481934
10090.ENSMUSP00000106570 9606.ENSP00000355900
10090.ENSMUSP00000140236 9606.ENSP00000421915
10090.ENSMUSP00000106577 9606.ENSP00000389910
10090.ENSMUSP00000106574 9606.ENSP00000481934
10090.ENSMUSP00000041013 9606.ENSP00000244513
10090.ENSMUSP00000127158 9606.ENSP00000377374
10090.ENSMUSP00000031008 9606.ENSP00000305810
10090.ENSMUSP00000127152 9606.ENSP00000303276 9606.ENSP00000302324
10090.ENSMUSP00000127155 9606.ENSP00000362201
10090.ENSMUSP00000064947 9606.ENSP00000387006
10090.ENSMUSP00000118070 9606.ENSP00000216127
10090.ENSMUSP00000050962 9606.ENSP00000351327
10090.ENSMUSP00000140578 9606.ENSP00000376048
10090.ENSMUSP00000092130 9606.ENSP00000356172
10090.ENSMUSP00000138553 9606.ENSP00000224950
10090.ENSMUSP00000136202 9606.ENSP00000339834
10090.ENSMUSP00000142666 9606.ENSP00000345492
10090.ENSMUSP00000089097 9606.ENSP00000274192
10090.ENSMUSP00000025890 9606.ENSP00000270176
10090.ENSMUSP00000025893 9606.ENSP00000246747
10090.ENSMUSP00000025897 9606.ENSP00000294066
10090.ENSMUSP00000060411 9606.ENSP00000330612
10090.ENSMUSP00000127483 9606.ENSP00000253079
10090.ENSMUSP00000102583 9606.ENSP00000305742
10090.ENSMUSP00000127487 9606.ENSP00000407685
10090.ENSMUSP00000140233 9606.ENSP00000216489
10090.ENSMUSP00000127484 9606.ENSP00000356713
10090.ENSMUSP00000104330 9606.ENSP00000255390
10090.ENSMUSP00000127489 9606.ENSP00000410811
10090.ENSMUSP00000103064 9606.ENSP00000366955
10090.ENSMUSP00000081728 9606.ENSP00000417711
10090.ENSMUSP00000060418 9606.ENSP00000329584
10090.ENSMUSP00000112820 9606.ENSP00000328059
10090.ENSMUSP00000103069 9606.ENSP00000347823
10090.ENSMUSP00000112822 9606.ENSP00000363329
10090.ENSMUSP00000116988 9606.ENSP00000418438
10090.ENSMUSP00000116989 9606.ENSP00000248594
10090.ENSMUSP00000090895 9606.ENSP00000322421 9606.ENSP00000251595
10090.ENSMUSP00000112825 9606.ENSP00000480314
10090.ENSMUSP00000090897 9606.ENSP00000322421 9606.ENSP00000251595
10090.ENSMUSP00000116985 9606.ENSP00000486285
10090.ENSMUSP00000116982 9606.ENSP00000317257
10090.ENSMUSP00000090893 9606.ENSP00000265094
10090.ENSMUSP00000116981 9606.ENSP00000261205
10090.ENSMUSP00000044034 9606.ENSP00000360025
10090.ENSMUSP00000044033 9606.ENSP00000342850
10090.ENSMUSP00000024805 9606.ENSP00000244751
10090.ENSMUSP00000112826 9606.ENSP00000424870 9606.ENSP00000424153
10090.ENSMUSP00000044038 9606.ENSP00000398516
10090.ENSMUSP00000101920 9606.ENSP00000324511
10090.ENSMUSP00000101921 9606.ENSP00000324511
10090.ENSMUSP00000101922 9606.ENSP00000343885
10090.ENSMUSP00000101923 9606.ENSP00000361642
10090.ENSMUSP00000101924 9606.ENSP00000306614
10090.ENSMUSP00000101925 9606.ENSP00000306614
10090.ENSMUSP00000101926 9606.ENSP00000306614
10090.ENSMUSP00000101928 9606.ENSP00000306614
10090.ENSMUSP00000020113 9606.ENSP00000323302
10090.ENSMUSP00000117052 9606.ENSP00000158771
10090.ENSMUSP00000117051 9606.ENSP00000310998
10090.ENSMUSP00000117050 9606.ENSP00000274811
10090.ENSMUSP00000117057 9606.ENSP00000385527
10090.ENSMUSP00000117056 9606.ENSP00000437775
10090.ENSMUSP00000142662 9606.ENSP00000282701
10090.ENSMUSP00000117054 9606.ENSP00000319796
10090.ENSMUSP00000126686 9606.ENSP00000260702
10090.ENSMUSP00000126684 9606.ENSP00000335091
10090.ENSMUSP00000126685 9606.ENSP00000477602
10090.ENSMUSP00000097328 9606.ENSP00000381270
10090.ENSMUSP00000126681 9606.ENSP00000485473 9606.ENSP00000484237 9606.ENSP00000365360 9606.ENSP00000480027 9606.ENSP00000349931 9606.ENSP00000240189 9606.ENSP00000485656 9606.ENSP00000365322 9606.ENSP00000480122 9606.ENSP00000332134 9606.ENSP00000346275 9606.ENSP00000478309 9606.ENSP00000235347 9606.ENSP00000393136 9606.ENSP00000350358 9606.ENSP00000365266 9606.ENSP00000485258 9606.ENSP00000235349 9606.ENSP00000365269 9606.ENSP00000334410
10090.ENSMUSP00000126352 9606.ENSP00000377747
10090.ENSMUSP00000114254 9606.ENSP00000254627 9606.ENSP00000262283
10090.ENSMUSP00000055602 9606.ENSP00000263805
10090.ENSMUSP00000055605 9606.ENSP00000325836
10090.ENSMUSP00000048201 9606.ENSP00000363382
10090.ENSMUSP00000048205 9606.ENSP00000355470
10090.ENSMUSP00000048204 9606.ENSP00000296792
10090.ENSMUSP00000106610 9606.ENSP00000375086
10090.ENSMUSP00000021554 9606.ENSP00000377941
10090.ENSMUSP00000059562 9606.ENSP00000355500
10090.ENSMUSP00000099963 9606.ENSP00000482438
10090.ENSMUSP00000085172 9606.ENSP00000228251
10090.ENSMUSP00000045781 9606.ENSP00000229332
10090.ENSMUSP00000115988 9606.ENSP00000347464
10090.ENSMUSP00000115987 9606.ENSP00000313816
10090.ENSMUSP00000115986 9606.ENSP00000202017
10090.ENSMUSP00000115985 9606.ENSP00000370719
10090.ENSMUSP00000115984 9606.ENSP00000305899
10090.ENSMUSP00000115983 9606.ENSP00000262146
10090.ENSMUSP00000115982 9606.ENSP00000414624
10090.ENSMUSP00000115981 9606.ENSP00000364449
10090.ENSMUSP00000013886 9606.ENSP00000263433
10090.ENSMUSP00000013882 9606.ENSP00000231948
10090.ENSMUSP00000140570 9606.ENSP00000386766
10090.ENSMUSP00000110203 9606.ENSP00000304769
10090.ENSMUSP00000110202 9606.ENSP00000386126
10090.ENSMUSP00000110201 9606.ENSP00000359337
10090.ENSMUSP00000110200 9606.ENSP00000469332
10090.ENSMUSP00000110207 9606.ENSP00000304769
10090.ENSMUSP00000110206 9606.ENSP00000304769
10090.ENSMUSP00000110205 9606.ENSP00000304769
10090.ENSMUSP00000110209 9606.ENSP00000478830
10090.ENSMUSP00000110208 9606.ENSP00000304769
10090.ENSMUSP00000115446 9606.ENSP00000292524
10090.ENSMUSP00000104150 9606.ENSP00000460825
10090.ENSMUSP00000103388 9606.ENSP00000221399
10090.ENSMUSP00000104156 9606.ENSP00000478516
10090.ENSMUSP00000104154 9606.ENSP00000478516
10090.ENSMUSP00000104155 9606.ENSP00000478516
10090.ENSMUSP00000104158 9606.ENSP00000478516
10090.ENSMUSP00000078306 9606.ENSP00000337088
10090.ENSMUSP00000059382 9606.ENSP00000415151
10090.ENSMUSP00000097815 9606.ENSP00000360858
10090.ENSMUSP00000097810 9606.ENSP00000364501 9606.ENSP00000462309
10090.ENSMUSP00000097811 9606.ENSP00000364501 9606.ENSP00000462309
10090.ENSMUSP00000097812 9606.ENSP00000361120
10090.ENSMUSP00000059385 9606.ENSP00000282516
10090.ENSMUSP00000059389 9606.ENSP00000356992
10090.ENSMUSP00000097819 9606.ENSP00000343900
10090.ENSMUSP00000103389 9606.ENSP00000221399
10090.ENSMUSP00000021450 9606.ENSP00000247225
10090.ENSMUSP00000088950 9606.ENSP00000241436
10090.ENSMUSP00000138425 9606.ENSP00000402338
10090.ENSMUSP00000138424 9606.ENSP00000298694
10090.ENSMUSP00000138427 9606.ENSP00000430242
10090.ENSMUSP00000053606 9606.ENSP00000308236
10090.ENSMUSP00000136208 9606.ENSP00000485473 9606.ENSP00000484237 9606.ENSP00000365360 9606.ENSP00000480027 9606.ENSP00000349931 9606.ENSP00000240189 9606.ENSP00000485656 9606.ENSP00000365322 9606.ENSP00000480122 9606.ENSP00000332134 9606.ENSP00000346275 9606.ENSP00000478309 9606.ENSP00000235347 9606.ENSP00000393136 9606.ENSP00000350358 9606.ENSP00000365266 9606.ENSP00000485258 9606.ENSP00000235349 9606.ENSP00000365269 9606.ENSP00000334410
10090.ENSMUSP00000138420 9606.ENSP00000340176
10090.ENSMUSP00000138423 9606.ENSP00000336693
10090.ENSMUSP00000138422 9606.ENSP00000371715
10090.ENSMUSP00000021792 9606.ENSP00000346484
10090.ENSMUSP00000021793 9606.ENSP00000346693
10090.ENSMUSP00000093311 9606.ENSP00000468897 9606.ENSP00000341821
10090.ENSMUSP00000021791 9606.ENSP00000368805
10090.ENSMUSP00000138429 9606.ENSP00000281722
10090.ENSMUSP00000093316 9606.ENSP00000468897 9606.ENSP00000341821
10090.ENSMUSP00000093315 9606.ENSP00000414670
10090.ENSMUSP00000088954 9606.ENSP00000479679
10090.ENSMUSP00000104276 9606.ENSP00000324122
10090.ENSMUSP00000114252 9606.ENSP00000284509
10090.ENSMUSP00000121296 9606.ENSP00000283141
10090.ENSMUSP00000135615 9606.ENSP00000297164
10090.ENSMUSP00000135614 9606.ENSP00000263408
10090.ENSMUSP00000115369 9606.ENSP00000199706
10090.ENSMUSP00000135616 9606.ENSP00000274710
10090.ENSMUSP00000135611 9606.ENSP00000321971
10090.ENSMUSP00000135610 9606.ENSP00000286733
10090.ENSMUSP00000095418 9606.ENSP00000428417
10090.ENSMUSP00000135612 9606.ENSP00000354837
10090.ENSMUSP00000115363 9606.ENSP00000265372
10090.ENSMUSP00000052953 9606.ENSP00000384629
10090.ENSMUSP00000095414 9606.ENSP00000330237
10090.ENSMUSP00000026220 9606.ENSP00000359380
10090.ENSMUSP00000135619 9606.ENSP00000432869
10090.ENSMUSP00000115366 9606.ENSP00000464271 9606.ENSP00000258200
10090.ENSMUSP00000115365 9606.ENSP00000366299
10090.ENSMUSP00000115364 9606.ENSP00000359729
10090.ENSMUSP00000138399 9606.ENSP00000363745
10090.ENSMUSP00000116402 9606.ENSP00000292566
10090.ENSMUSP00000015100 9606.ENSP00000378769
10090.ENSMUSP00000138396 9606.ENSP00000229239
10090.ENSMUSP00000138395 9606.ENSP00000467423
10090.ENSMUSP00000138394 9606.ENSP00000394791
10090.ENSMUSP00000138393 9606.ENSP00000242786
10090.ENSMUSP00000138392 9606.ENSP00000365919
10090.ENSMUSP00000015107 9606.ENSP00000316512
10090.ENSMUSP00000120356 9606.ENSP00000361601
10090.ENSMUSP00000120357 9606.ENSP00000379709
10090.ENSMUSP00000120354 9606.ENSP00000389810
10090.ENSMUSP00000120355 9606.ENSP00000361980
10090.ENSMUSP00000120352 9606.ENSP00000356849
10090.ENSMUSP00000120353 9606.ENSP00000278025
10090.ENSMUSP00000120350 9606.ENSP00000358778
10090.ENSMUSP00000120351 9606.ENSP00000239144
10090.ENSMUSP00000140576 9606.ENSP00000252711
10090.ENSMUSP00000108666 9606.ENSP00000338641
10090.ENSMUSP00000120358 9606.ENSP00000356064
10090.ENSMUSP00000120359 9606.ENSP00000380073
10090.ENSMUSP00000124446 9606.ENSP00000428579
10090.ENSMUSP00000124447 9606.ENSP00000264917
10090.ENSMUSP00000124444 9606.ENSP00000315379
10090.ENSMUSP00000124445 9606.ENSP00000216489
10090.ENSMUSP00000124442 9606.ENSP00000482180
10090.ENSMUSP00000124443 9606.ENSP00000444596
10090.ENSMUSP00000124440 9606.ENSP00000358033
10090.ENSMUSP00000124441 9606.ENSP00000363921
10090.ENSMUSP00000108660 9606.ENSP00000362962
10090.ENSMUSP00000124448 9606.ENSP00000265605
10090.ENSMUSP00000124449 9606.ENSP00000365433
10090.ENSMUSP00000108662 9606.ENSP00000479617
10090.ENSMUSP00000083826 9606.ENSP00000346805
10090.ENSMUSP00000103272 9606.ENSP00000363852
10090.ENSMUSP00000052523 9606.ENSP00000439467
10090.ENSMUSP00000103271 9606.ENSP00000265963
10090.ENSMUSP00000103274 9606.ENSP00000363852
10090.ENSMUSP00000114804 9606.ENSP00000312399
10090.ENSMUSP00000103399 9606.ENSP00000342499
